_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight,avg_salary
mayooj01,"November 5, 1987","Huntington, West Virginia",2.9,42.9,37.3,82.0,547.0,13.4,13.8,3.1,21.8,49.4,University of Southern California,3rd overall,1st round,Minnesota Timberwolves,2008.0,6-5,"Huntington in Huntington, West Virginia",O.J. Mayo,Shooting Guard,Right,210lb,2605930.7
maystr01,"June 19, 1968","Ocala, Florida",2.8,41.0,36.2,74.9,115.0,11.7,11.1,2.0,2.4,45.9,University of Texas at Austin,14th overall,1st round,Sacramento Kings,1990.0,6-2,"Vanguard in Ocala, Florida",Travis Mays,Point Guard,Right,190lb,1067374.7
mbahalu01,"September 9, 1986","Yaounde, Cameroon",0.9,45.4,33.5,66.0,686.0,10.7,6.4,4.1,26.0,48.2,"University of California, Los Angeles",37th overall,2nd round,Milwaukee Bucks,2008.0,6-8,"Monteverde Academy in St. Monteverde, Florida",Luc Mbah a Moute,Small Forward and Power Forward,Right,230lb,923000.0
mccalra01,"June 12, 1991","Madison, Wisconsin",2.4,40.8,33.5,71.1,154.0,11.0,6.0,2.0,2.1,44.7,University of Detroit Mercy,36th overall,2nd round,Sacramento Kings,2013.0,6-3,"Detroit County Day School in , Michigan",Ray McCallum,Point Guard,Right,190lb,218333.33
mccanbo01,"April 22, 1964","Morristown, New Jersey",0.6,47.9,20.0,57.7,178.0,10.2,4.2,2.6,2.0,48.0,"Upsala College, Morehead State University",32nd overall,2nd round,Milwaukee Bucks,1987.0,6-6,"Morristown in Morristown, New Jersey",Bob McCann,Power Forward and Small Forward,Left,244lb,1895351.5
mccanra01,"September 25, 1984","Asheville, North Carolina",1.3,43.1,36.8,74.1,249.0,12.9,10.0,2.0,3.6,49.9,University of North Carolina,14th overall,1st round,Minnesota Timberwolves,2005.0,6-4,"New Hampton School in New Hampton, New Hampshire",Rashad McCants,Shooting Guard,Right,207lb,287500.0
mccarwa01,"February 1, 1974","Evansville, Indiana",1.1,39.2,34.6,69.8,593.0,10.1,5.2,2.6,13.7,47.4,University of Kentucky,19th overall,1st round,New York Knicks,1996.0,6-10,"Harrison in Evansville, Indiana",Walter McCarty,Small Forward and Power Forward,Right,230lb,456998.38
mccasam01,"October 28, 1973","Maywood, Illinois",0.3,37.7,0.0,60.9,114.0,7.7,1.8,1.9,0.5,37.7,Marquette University,49th overall,2nd round,Orlando Magic,1996.0,6-11,"St. Joseph in Westchester, Illinois",Amal McCaskill,Center,Right,235lb,928041.0
mccawpa01,"October 25, 1995","St. Louis, Missouri",1.2,42.0,29.9,79.1,157.0,7.9,3.7,1.5,2.8,48.5,"University of Nevada, Las Vegas",38th overall,2nd round,Milwaukee Bucks,2016.0,6-7,"Montrose Christian in Rockville, Maryland",Patrick McCaw,Shooting Guard,Right,185lb,115000.0
mccloge01,"May 27, 1967","Daytona Beach, Florida",2.3,40.2,35.8,81.0,766.0,12.7,9.0,3.1,24.6,47.7,Florida State University,7th overall,1st round,Indiana Pacers,1989.0,6-6,"Mainland in Daytona Beach, Florida",George McCloud,Small Forward,Right,205lb,1385650.0
mccolcj01,"September 19, 1991","Canton, Ohio",2.9,45.5,40.1,83.9,411.0,17.2,17.8,3.1,27.9,52.2,Lehigh University,10th overall,1st round,Portland Trail Blazers,2013.0,6-3,"Glen Oak in Canton, Ohio",CJ McCollum,Shooting Guard,Right,190lb,6889006.4
mccoyje01,"December 6, 1977","Oakland, California",0.5,53.9,-,49.0,260.0,12.6,4.6,3.5,5.1,53.9,"University of California, Los Angeles",33rd overall,2nd round,Seattle SuperSonics,1998.0,6-10,"Saint Augustine in San Diego, California",Jelani McCoy,Center,Right,245lb,494491.88
mcculch01,"February 5, 1995","Bronx, New York",0.3,42.6,30.6,54.8,59.0,13.2,3.3,1.9,0.6,46.7,Syracuse University,29th overall,1st round,Brooklyn Nets,2015.0,6-11,"IMG Academy in Bradenton, Florida",Chris McCullough,Power Forward,Right,200lb,1267700.67
mcdanxa01,"June 4, 1963","Columbia, South Carolina",2.0,48.5,26.1,71.8,870.0,16.1,15.6,6.1,47.8,48.9,Wichita State University,4th overall,1st round,Seattle SuperSonics,1985.0,6-7,"A.C. Flora in Columbia, South Carolina",Xavier McDaniel,Small Forward and Power Forward,Right,205lb,1818500.5
mcdankj01,"February 9, 1993","Mobile, Alabama",0.6,41.2,29.0,77.6,148.0,10.8,5.3,2.2,1.3,46.4,Clemson University,32nd overall,2nd round,Philadelphia 76ers,2014.0,6-6,"Central Park Christian School in Birmingham, Alabama",K.J. McDaniels,Small Forward and Shooting Guard,Right,205lb,1356444.44
mcderdo01,"January 3, 1992","Grand Forks, North Dakota",0.8,45.9,40.4,82.5,341.0,10.7,7.8,2.1,10.6,54.5,Creighton University,11th overall,1st round,Denver Nuggets,2014.0,6-8,"Ames in Ames, Iowa",Doug McDermott,Small Forward,Right,225lb,2609108.5
mcdyean01,"September 7, 1974","Quitman, Mississippi",1.3,49.7,11.7,67.0,1015.0,17.2,12.0,7.5,69.8,49.7,University of Alabama,2nd overall,1st round,Los Angeles Clippers,1995.0,6-9,"Quitman in Quitman, Mississippi",Antonio McDyess,Center and Power Forward,Right,220lb,6138887.32
mcgarmi01,"June 6, 1992","Chesterton, Indiana",0.3,52.7,0.0,58.0,52.0,15.4,4.4,3.5,1.3,52.7,University of Michigan,21st overall,1st round,Oklahoma City Thunder,2014.0,6-10,"Brewster Academy in Wolfeboro, New Hampshire",Mitch McGary,Power Forward,Left,255lb,1463040.0
mcgeeja01,"January 19, 1988","Flint, Michigan",0.4,57.0,7.4,58.8,633.0,19.5,8.0,5.1,31.9,57.0,"University of Nevada, Reno",18th overall,1st round,Washington Wizards,2008.0,7-0,"Hales Franciscan in Chicago, Illinois",JaVale McGee,Center,Right,270lb,5008934.27
mcguido01,"October 20, 1985","San Diego, California",1.2,41.9,18.8,65.8,342.0,9.8,2.7,3.4,4.1,42.0,"University of California, California State University, Fresno",47th overall,2nd round,Washington Wizards,2007.0,6-9,"Lincoln in San Diego, California",Dominic McGuire,Shooting Guard and Power Forward and Small Forward,Right,220lb,522342.38
mcilvji01,"July 30, 1972","Racine, Wisconsin",0.3,44.6,10.0,55.1,401.0,10.0,2.7,3.1,9.4,44.7,Marquette University,32nd overall,2nd round,Washington Bullets,1994.0,7-1,"St. Catherine in Racine, Wisconsin",Jim McIlvaine,Center,Right,240lb,3569444.44
mcinnje01,"October 22, 1974","Charlotte, North Carolina",4.4,43.1,32.8,79.6,576.0,12.6,9.4,2.0,23.1,46.1,University of North Carolina,37th overall,2nd round,Denver Nuggets,1996.0,6-4,"Oak Hill Academy in Mouth of Wilson, Virginia",Jeff McInnis,Point Guard and Shooting Guard,Right,190lb,2004394.0
mckeyde01,"October 10, 1966","Meridian, Mississippi",2.4,48.6,31.6,77.9,937.0,13.9,11.0,4.7,61.8,49.8,University of Alabama,9th overall,1st round,Seattle SuperSonics,1987.0,6-9,"Meridian in Meridian, Mississippi",Derrick McKey,Small Forward,Right,205lb,2691500.0
mckieaa01,"October 2, 1972","Philadelphia, Pennsylvania",2.7,43.8,35.0,77.9,793.0,12.8,7.4,3.3,40.0,47.5,Temple University,17th overall,1st round,Portland Trail Blazers,1994.0,6-5,"Simon Gratz in Philadelphia, Pennsylvania",Aaron McKie,Point Guard and Shooting Guard and Small Forward,Right,209lb,3056639.65
mclembe01,"February 11, 1993","St. Louis, Missouri",1.1,41.7,35.3,78.3,368.0,9.3,8.8,2.5,4.6,49.4,University of Kansas,7th overall,1st round,Sacramento Kings,2013.0,6-5,"Christian Life Center in Humble, Texas",Ben McLemore,Shooting Guard,Right,201lb,3657544.4
mcleoro01,"November 17, 1975","Jersey City, New Jersey",1.1,40.9,11.1,81.9,113.0,10.1,7.2,2.7,0.2,41.2,"St. John's University, Duke University",20th overall,1st round,Atlanta Hawks,1998.0,6-8,"Saint Anthony's in Jersey City, New Jersey",Roshown McLeod,Small Forward,Right,221lb,1035590.25
mcmilna01,"August 3, 1964","Raleigh, North Carolina",6.1,44.3,34.3,65.0,796.0,14.5,5.9,4.0,50.2,47.9,North Carolina State University,30th overall,2nd round,Seattle SuperSonics,1986.0,6-5,"Enloe in Raleigh, North Carolina",Nate McMillan,Shooting Guard and Point Guard,Right,195lb,1045900.0
mcraejo01,"March 28, 1991","Savannah, Georgia",0.9,42.7,35.2,78.4,86.0,12.4,4.9,1.2,1.0,48.0,University of Tennessee,58th overall,2nd round,San Antonio Spurs,2014.0,6-5,"Liberty County in Hinesville, Georgia",Jordan McRae,Shooting Guard and Point Guard,Right,179lb,369794.67
mcrobjo01,"February 28, 1987","Indianapolis, Indiana",2.1,46.3,34.0,70.5,433.0,13.2,5.4,3.9,18.5,51.3,Duke University,37th overall,2nd round,Portland Trail Blazers,2007.0,6-10,"Carmel in Carmel, Indiana",Josh McRoberts,Center and Power Forward,Left,240lb,3117149.73
meeksjo01,"August 21, 1987","Nashville, Tennessee",1.1,42.0,37.3,87.9,539.0,12.8,9.3,2.1,24.3,51.7,University of Kentucky,41st overall,2nd round,Milwaukee Bucks,2009.0,6-4,"Norcross in Norcross, Georgia",Jodie Meeks,Shooting Guard,Right,210lb,3046287.11
meltode01,"May 28, 1998","North Hollywood, California",3.2,39.1,30.5,75.0,50.0,9.9,5.0,2.7,0.0,44.7,University of Southern California,46th overall,2nd round,Houston Rockets,2018.0,6-4,"Crespi HS in Encino, California",De'Anthony Melton,Point Guard,Right,200lb,NA
mercero01,"May 18, 1976","Nashville, Tennessee",2.1,42.9,25.0,80.8,432.0,12.5,13.6,3.1,9.4,43.4,University of Kentucky,6th overall,1st round,Boston Celtics,1997.0,6-7,"Oak Hill Academy in Mouth of Wilson, Virginia",Ron Mercer,Small Forward and Shooting Guard,Right,210lb,3914462.22
meyerlo01,"December 30, 1972","Emmetsburg, Iowa",0.6,43.2,34.8,69.6,140.0,8.5,4.6,3.4,0.5,43.9,Iowa State University,24th overall,1st round,Dallas Mavericks,1995.0,6-10,"Ruthven-Ayrshire in Ruthven, Iowa",Loren Meyer,Center and Power Forward,Right,257lb,591940.0
mickejo01,"July 9, 1994","Dallas, Texas",0.3,44.9,11.8,60.5,64.0,10.9,2.4,2.0,0.5,45.7,Louisiana State University,33rd overall,2nd round,Boston Celtics,2015.0,6-8,"Prime Prep Academy in Dallas, Texas",Jordan Mickey,Power Forward,Right,235lb,1298345.0
middlkh01,"August 12, 1991","Charleston, South Carolina",3.2,45.1,38.8,87.0,455.0,15.7,15.7,4.4,31.0,51.7,Texas A&M University,39th overall,2nd round,Detroit Pistons,2012.0,6-8,"Porter-Gaud in North Charleston, South Carolina",Khris Middleton,Shooting Guard and Small Forward,Right,222lb,7746286.5
mihmch01,"July 16, 1979","Milwaukee, Wisconsin",0.5,45.9,23.1,70.4,436.0,13.4,7.5,5.3,13.3,45.9,University of Texas at Austin,7th overall,1st round,Chicago Bulls,2000.0,7-0,"Westlake in Austin, Texas",Chris Mihm,Power Forward and Center,Right,265lb,2821300.56
millean02,"March 19, 1976","Los Angeles, California",6.5,46.1,21.7,80.7,1304.0,17.4,12.5,3.7,100.8,46.8,University of Utah,8th overall,1st round,Cleveland Cavaliers,1999.0,6-3,"Verbum Dei in Los Angeles, California",Andre Miller,Point Guard and Shooting Guard,Right,200lb,221624.0
millean01,"October 22, 1971","Benton Harbor, Michigan",0.4,51.0,25.0,57.6,181.0,13.6,2.8,2.7,3.8,51.3,Michigan State University,39th overall,2nd round,Golden State Warriors,1994.0,6-9,"Benton Harbor in Benton Harbor, Michigan",Anthony Miller,Power Forward,Right,225lb,5450818.44
milleda01,"March 21, 1990","Maysville, Kentucky",1.4,41.8,38.2,83.0,253.0,8.4,6.0,1.7,5.9,54.8,University of Kentucky,46th overall,2nd round,New Orleans Hornets,2012.0,6-8,"Mason County in Maysville, Kentucky",Darius Miller,Small Forward,Right,225lb,940619.0
millemi01,"February 19, 1980","Mitchell, South Dakota",2.6,45.9,40.7,76.9,1032.0,14.3,10.6,4.2,60.7,55.0,University of Florida,5th overall,1st round,Orlando Magic,2000.0,6-8,"Mitchell in Mitchell, South Dakota",Mike Miller,Shooting Guard and Small Forward,Right,218lb,4904048.05
milleol01,"April 6, 1970","Fort Worth, Texas",2.2,53.4,11.6,63.9,493.0,15.2,7.4,5.9,21.1,53.5,University of Arkansas,22nd overall,1st round,Phoenix Suns,1992.0,6-9,"Southwest in Fort Worth, Texas",Oliver Miller,Center and Power Forward,Right,280lb,893167.25
millequ01,"November 18, 1992","Chicago, Illinois",0.5,35.0,29.2,70.6,69.0,8.4,4.3,2.4,-0.1,40.4,Baylor University,38th overall,2nd round,Denver Nuggets,2012.0,6-9,"Westchester Country Day in High Point, North Carolina",Quincy Miller,Power Forward,Right,210lb,279638.0
millere01,"August 24, 1965","Riverside, California",3.0,47.1,39.5,88.8,1389.0,18.4,18.2,3.0,174.4,54.4,"University of California, Los Angeles",11th overall,1st round,Indiana Pacers,1987.0,6-7,"Riverside Polytech in Riverside, California",Reggie Miller,Shooting Guard,Right,185lb,5806819.33
millsch01,"January 25, 1970","Los Angeles, California",1.9,43.2,35.1,81.7,568.0,13.3,11.2,4.9,37.7,47.1,"University of Kentucky, University of Arizona",22nd overall,1st round,Cleveland Cavaliers,1993.0,6-6,"Fairfax in Los Angeles, California",Chris Mills,Small Forward and Power Forward,Right,215lb,3397272.73
millspa02,"August 11, 1988","Canberra, Australia",2.4,43.1,39.1,84.9,605.0,14.4,8.4,1.7,27.5,53.6,Saint Mary's College of California,55th overall,2nd round,Portland Trail Blazers,2009.0,6-0,"Marist College Canberra in Canberra, Australia",Patty Mills,Point Guard,Right,180lb,209226.0
millste01,"December 21, 1967","Romulus, Michigan",1.3,45.7,38.4,78.1,678.0,14.7,10.6,5.4,33.3,50.0,University of Michigan,16th overall,1st round,Milwaukee Bucks,1990.0,6-10,"Romulus in Romulus, Michigan",Terry Mills,Power Forward,Right,230lb,10287608.42
millspa01,"February 10, 1985","Monroe, Louisiana",2.3,49.1,33.4,73.4,945.0,19.0,14.1,7.4,88.2,51.2,Louisiana Tech University,47th overall,2nd round,Utah Jazz,2006.0,6-8,"Grambling in Grambling, Louisiana",Paul Millsap,Power Forward,Right,246lb,1332250.0
minerha01,"May 5, 1971","Inglewood, California",1.2,46.0,31.1,78.5,200.0,12.6,9.0,2.2,4.2,46.8,University of Southern California,12th overall,1st round,Miami Heat,1992.0,6-5,"Inglewood in Inglewood, California",Harold Miner,Point Guard and Shooting Guard,Left,210lb,1322500.0
minorgr01,"September 18, 1971","Sandersville, Georgia",1.4,47.8,22.6,76.7,277.0,12.9,6.9,2.7,8.2,48.5,University of Louisville,25th overall,1st round,Los Angeles Clippers,1994.0,6-6,"Washington County in Sandersville, Georgia",Greg Minor,Shooting Guard and Small Forward,Right,210lb,1882142.86
mitchdo01,"September 7, 1996","Elmsford, New York",3.9,43.4,35.1,80.5,156.0,16.9,22.1,3.9,10.2,49.9,University of Louisville,13th overall,1st round,Denver Nuggets,2017.0,6-3,"Brewster Academy in Wolfeboro, New Hampshire",Donovan Mitchell,Shooting Guard,Right,215lb,2621280.0
mitchsa01,"September 2, 1963","Columbus, Georgia",1.1,44.7,22.3,78.4,994.0,12.6,8.7,3.7,41.7,45.1,Mercer University,54th overall,3rd round,Houston Rockets,1985.0,6-6,"Columbus in Columbus, Georgia",Sam Mitchell,Power Forward and Small Forward,Right,210lb,1112727.27
moblecu01,"September 1, 1975","Philadelphia, Pennsylvania",2.7,43.3,37.8,83.5,747.0,14.4,16.0,3.9,52.2,48.7,University of Rhode Island,41st overall,2nd round,Houston Rockets,1998.0,6-4,"Maine Central Institute in Pittsfield, Maine",Cuttino Mobley,Shooting Guard and Point Guard,Left,190lb,5621937.5
mobleer01,"February 1, 1970","Bronx, New York",0.5,54.1,75.0,47.5,113.0,10.6,3.9,3.1,1.1,54.5,University of Pittsburgh,18th overall,1st round,Milwaukee Bucks,1994.0,6-11,"Salesian in New Rochelle, New York",Eric Mobley,Center,Right,235lb,1029500.0
mohamna01,"September 5, 1977","Chicago, Illinois",0.4,48.6,0.0,64.0,1005.0,15.0,5.8,4.7,34.3,48.6,University of Kentucky,29th overall,1st round,Utah Jazz,1998.0,6-10,"Kenwood in Chicago, Illinois",Nazr Mohammed,Center,Right,221lb,3639720.44
moisoje01,"June 15, 1978","Paris, France",0.3,48.9,0.0,59.3,145.0,12.1,2.7,2.7,2.1,48.9,"University of California, Los Angeles",11th overall,1st round,Boston Celtics,2000.0,6-10,"Milford Academy in Milford, Connecticut",Jerome Moiso,Center and Power Forward,Left,235lb,1614960.0
monkma01,"February 4, 1998","Jonesboro, Arkansas",1.5,37.6,33.5,87.1,136.0,11.2,7.9,1.5,0.3,47.1,University of Kentucky,11th overall,1st round,Charlotte Hornets,2017.0,6-3,"Bentonville in Bentonville, Arkansas",Malik Monk,Shooting Guard,Right,200lb,2904480.0
monrogr01,"June 4, 1990","New Orleans, Louisiana",2.1,51.4,5.9,70.4,632.0,20.1,13.2,8.3,49.7,51.4,Georgetown University,7th overall,1st round,Detroit Pistons,2010.0,6-11,"Helen Cox in Harvey, Louisiana",Greg Monroe,Power Forward and Center,Left,265lb,8163800.33
montrer01,"September 23, 1971","Indianapolis, Indiana",0.4,49.0,0.0,47.8,465.0,9.1,4.5,4.6,8.5,49.0,University of North Carolina,9th overall,1st round,Boston Celtics,1994.0,7-0,"Lawrence North in Indianapolis, Indiana",Eric Montross,Center,Right,270lb,1880000.0
mooreet01,"February 25, 1989","East Chicago, Indiana",1.8,45.8,39.2,74.4,515.0,11.4,8.0,2.0,13.5,52.4,Purdue University,55th overall,2nd round,Boston Celtics,2011.0,6-4,"East Chicago in East Chicago, Indiana",E'Twaun Moore,Point Guard and Shooting Guard,Right,191lb,2944294.71
morrich01,"January 20, 1966","Atlanta, Georgia",1.6,44.1,30.6,73.9,747.0,15.1,11.0,4.7,37.4,47.5,Auburn University,4th overall,1st round,New Jersey Nets,1988.0,6-8,"Douglass in Atlanta, Georgia",Chris Morris,Small Forward and Shooting Guard,Right,210lb,4230247.25
morrida01,"January 3, 1991","Los Angeles, California",1.4,38.4,32.2,63.0,132.0,7.7,3.3,1.0,-0.3,43.9,University of Michigan,41st overall,2nd round,Los Angeles Lakers,2011.0,6-4,"Windward in Los Angeles, California",Darius Morris,Point Guard,Right,190lb,1638000.0
morrima03,"September 2, 1989","Philadelphia, Pennsylvania",1.5,43.1,36.0,74.7,545.0,13.2,11.5,4.6,26.8,50.1,University of Kansas,14th overall,1st round,Houston Rockets,2011.0,6-9,"APEX Academy in Pennsauken, New Jersey",Marcus Morris,Small Forward and Power Forward,Right,235lb,193536.0
morrima02,"September 2, 1989","Philadelphia, Pennsylvania",1.7,44.9,33.8,77.8,579.0,14.1,11.6,5.5,23.7,48.7,University of Kansas,13th overall,1st round,Phoenix Suns,2011.0,6-10,"APEX Academy in Pennsauken, New Jersey",Markieff Morris,Power Forward,Right,245lb,4637611.29
morrimo01,"June 27, 1995","Grand Rapids, Michigan",3.6,49.4,41.2,80.7,85.0,16.4,10.1,2.3,6.4,56.1,Iowa State University,51st overall,2nd round,Denver Nuggets,2017.0,6-3,"Flint Beecher in Beecher, Michigan",Monte Morris,Point Guard,Right,175lb,NA
morrite01,"January 11, 1979","Frederick, Maryland",0.7,40.7,19.6,71.1,139.0,9.9,3.4,2.7,1.0,42.8,University of Maryland,34th overall,2nd round,Atlanta Hawks,2001.0,6-9,"Thomas Johnson in Frederick, Maryland",Terence Morris,Small Forward,Right,221lb,820923.33
morriad01,"July 19, 1984","Glendive, Montana",1.4,37.3,33.1,71.0,161.0,7.4,7.5,2.1,-1.4,42.3,Gonzaga University,3rd overall,1st round,Charlotte Bobcats,2006.0,6-8,"Mead in Spokane, Washington",Adam Morrison,Small Forward and Power Forward,Right,205lb,589415.0
mortojo01,"May 18, 1967","Bronx, New York",2.7,38.6,22.4,78.7,128.0,10.5,4.8,1.3,0.5,39.9,Seton Hall University,25th overall,1st round,Cleveland Cavaliers,1989.0,6-3,"Walton in Bronx, New York",John Morton,Shooting Guard and Small Forward,Right,180lb,268911.67
motenla01,"March 25, 1972","Washington, District of Columbia",1.5,40.8,29.9,65.2,119.0,12.6,6.3,1.5,0.0,45.0,Syracuse University,36th overall,2nd round,Vancouver Grizzlies,1995.0,6-5,"New Hampton School in Hampton, New Hampshire",Lawrence Moten,Shooting Guard,Right,185lb,300500.0
mottoha01,"September 9, 1976","Helsinki, Finland",0.5,44.2,6.3,78.3,155.0,8.1,4.6,2.9,0.9,44.3,University of Utah,40th overall,2nd round,Atlanta Hawks,2000.0,6-11,"Makelanrinne in Helsinki, Finland",Hanno Mottola,Small Forward and Center,Right,247lb,391409.5
moultar01,"November 18, 1990","Queens, New York",0.2,54.7,-,66.7,59.0,14.1,3.6,3.1,1.7,54.7,"University of Texas at El Paso, Mississippi State University",27th overall,1st round,Miami Heat,2012.0,6-11,"Raleigh Egypt in Memphis, Tennessee",Arnett Moultrie,Power Forward,Right,249lb,1089240.0
mournal01,"February 8, 1970","Chesapeake, Virginia",1.1,52.7,24.7,69.2,838.0,21.2,17.1,8.5,89.7,52.9,Georgetown University,2nd overall,1st round,Charlotte Hornets,1992.0,6-10,"Indian River in Chesapeake, Virginia",Alonzo Mourning,Power Forward and Center,Right,240lb,7994796.28
muhamsh01,"November 13, 1992","Los Angeles, California",0.5,47.3,31.9,75.1,278.0,15.9,9.0,2.8,8.5,50.4,"University of California, Los Angeles",14th overall,1st round,Utah Jazz,2013.0,6-6,"Bishop Gorman in Las Vegas, Nevada",Shabazz Muhammad,Small Forward and Shooting Guard,Left,223lb,1754186.33
mulleby01,"February 14, 1989","Canal Winchester, Ohio",0.8,40.8,31.9,70.6,189.0,12.2,7.4,4.2,0.6,44.8,Ohio State University,24th overall,1st round,Dallas Mavericks,2009.0,7-0,"Canal Winchester in Canal Winchester, Ohio",Byron Mullens,Power Forward and Center,Right,275lb,1362762.6
mullich01,"July 30, 1963","New York, New York",3.5,50.9,38.4,86.5,986.0,18.8,18.2,4.1,93.1,54.0,St. John's University,7th overall,1st round,Golden State Warriors,1985.0,6-6,"Xaverian in Brooklyn, New York",Chris Mullin,Small Forward and Shooting Guard,Left,200lb,2526537.5
murdoer01,"June 14, 1968","Somerville, New Jersey",4.9,43.8,34.3,78.6,508.0,17.4,10.1,2.5,25.6,47.3,Providence College,21st overall,1st round,Utah Jazz,1991.0,6-1,"Bridgewater-Raritan in Raritan, New Jersey",Eric Murdock,Point Guard,Right,190lb,1238583.33
